Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
1007590,"0510162 6 12    NE-1-20-3-5    6,160 Sq. Feet",T,2,Residential,I  Individual,93600,274600,0,368200,534 SUNRISE WAY S.W.,,,TV,2016
1007600,"0510162 4 18    NE-1-20-3-5    5,362 Sq. Feet",T,2,Residential,I  Individual,85400,316100,0,401500,524 SUNRISE WAY S.W.,,,TV,2016
1007610,"0510162 6 11    NE-1-20-3-5    5,331 Sq. Feet",T,2,Residential,I  Individual,85100,251500,0,336600,536 SUNRISE WAY S.W.,,,TV,2016
1007620,"0510162 4 19    NE-1-20-3-5    5,497 Sq. Feet",T,2,Residential,I  Individual,87000,245800,0,332800,522 SUNRISE WAY S.W.,,,TV,2016
1007630,"0510162 6 10    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,255600,0,342600,538 SUNRISE WAY S.W.,,,TV,2016
1007640,"0510162 4 20    NE-1-20-3-5    5,497 Sq. Feet",T,2,Residential,I  Individual,87000,255200,0,342200,520 SUNRISE WAY S.W.,,,TV,2016
1007650,"0510162 6 9    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,264600,0,351600,540 SUNRISE WAY S.W.,,,TV,2016
1007660,"0510162 4 21    NE-1-20-3-5    5,497 Sq. Feet",T,2,Residential,I  Individual,87000,232200,0,319200,518 SUNRISE WAY S.W.,,,TV,2016
1007670,"0510162 6 8    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,237300,0,324300,542 SUNRISE WAY S.W.,,,TV,2016
1007680,"0510162 4 22    NE-1-20-3-5    5,331 Sq. Feet",T,2,Residential,I  Individual,85100,278600,0,363700,516 SUNRISE WAY S.W.,,,TV,2016
1007690,"0510162 6 7    NE-1-20-3-5    5,386 Sq. Feet",T,2,Residential,I  Individual,85700,280500,0,366200,544 SUNRISE WAY S.W.,,,TV,2016
1007700,"0510162 4 23    NE-1-20-3-5    5,512 Sq. Feet",T,2,Residential,I  Individual,87200,240300,0,327500,514 SUNRISE WAY S.W.,,,TV,2016
1007710,"0510162 4 24    NE-1-20-3-5    9,562 Sq. Feet",T,2,Residential,I  Individual,106300,335900,0,442200,512 SUNRISE WAY S.W.,,,TV,2016
1007720,"0510162 4 25    NE-1-20-3-5    7,424 Sq. Feet",T,2,Residential,I  Individual,98300,276000,0,374300,510 SUNRISE WAY S.W.,,,TV,2016
1007730,"0510162 4 26    NE-1-20-3-5    5,430 Sq. Feet",T,2,Residential,I  Individual,86200,248300,0,334500,508 SUNRISE WAY S.W.,,,TV,2016
1007740,"0510162 4 27    NE-1-20-3-5    5,739 Sq. Feet",T,2,Residential,I  Individual,89900,252600,0,342500,506 SUNRISE WAY S.W.,,,TV,2016
1007750,"0510162 4 28    NE-1-20-3-5    5,970 Sq. Feet",T,2,Residential,I  Individual,92600,256000,0,348600,504 SUNRISE WAY S.W.,,,TV,2016
1007760,"0510162 4 29    NE-1-20-3-5    7,600 Sq. Feet",T,2,Residential,I  Individual,99000,248400,0,347400,502 SUNRISE WAY S.W.,,,TV,2016
1007770,"0510162 6 6    NE-1-20-3-5    5,274 Sq. Feet",T,2,Residential,I  Individual,84400,271700,0,356100,502 ROBERT STREET S.W.,,,TV,2016
1007780,"0510162 6 5    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,268700,0,355700,504 ROBERT STREET S.W.,,,TV,2016
1007790,"0510162 5 9    NE-1-20-3-5    7,528 Sq. Feet",T,2,Residential,I  Individual,108600,322900,0,431500,501 ROBERT STREET S.W.,,,TV,2016
1007800,"0510162 5 10    NE-1-20-3-5    7,807 Sq. Feet",T,2,Residential,I  Individual,99700,314600,0,414300,503 ROBERT STREET S.W.,,,TV,2016
1007810,"0510162 6 4    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,258700,0,345700,506 ROBERT STREET S.W.,,,TV,2016
1007820,"0510162 5 11    NE-1-20-3-5    7,528 Sq. Feet",T,2,Residential,I  Individual,98700,321600,0,420300,505 ROBERT STREET S.W.,,,TV,2016
1007830,"0510162 6 3    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,236800,0,323800,508 ROBERT STREET S.W.,,,TV,2016
1007840,"0510162 5 12    NE-1-20-3-5    7,807 Sq. Feet",T,2,Residential,C  Corporation,99700,312300,0,412000,507 ROBERT STREET S.W.,,,TV,2016
1007850,"0510162 6 2    NE-1-20-3-5    5,496 Sq. Feet",T,2,Residential,I  Individual,87000,247300,0,334300,510 ROBERT STREET S.W.,,,TV,2016
1007860,"0510162 5 13    NE-1-20-3-5    7,532 Sq. Feet",T,2,Residential,I  Individual,98700,288500,0,387200,509 ROBERT STREET S.W.,,,TV,2016
1007870,"0510162 6 1    NE-1-20-3-5    5,429 Sq. Feet",T,2,Residential,I  Individual,86200,265600,0,351800,512 ROBERT STREET S.W.,,,TV,2016
1007880,"0510162 5 14    NE-1-20-3-5    8,669 Sq. Feet",T,2,Residential,C  Corporation,102900,333900,0,436800,511 ROBERT STREET S.W.,,,TV,2016
1007890,"0610785 6 17    NE-1-20-3-5    6,087 Sq. Feet",T,2,Residential,I  Individual,96900,341600,0,438500,514 Robert Street S.W.,,,TV,2016
1007900,0510162 5 15PUL    NE-1-20-3-5    2.03 Acres    PUBLIC UTILITY LOT EXEMPT,E,10,Municipal Public Lands-Exempt,M  Municipal,199400,0,0,199400,605 ROBERT STREET S.W.,,,TV,2016
1007910,"0610785 6 18    NE-1-20-3-5    5,742 Sq. Feet",T,2,Residential,I  Individual,93600,186300,0,279900,516 Robert Street S.W.,,,TV,2016
1007920,"0610785 6 19    NE-1-20-3-5    5,742 Sq. Feet",T,2,Residential,I  Individual,93600,240800,0,334400,518 Robert Street S.W.,,,TV,2016
1007930,"0610785 6 20    NE-1-20-3-5    5,774 Sq. Feet",T,2,Residential,I  Individual,94000,205200,0,299200,520 Robert Street S.W.,,,TV,2016
1007940,"0614733 6 22    NE-1-20-3-5    5,090 Sq. Feet",T,2,Residential,I  Individual,86100,291700,0,377800,522 Robert Street S.W.,,,TV,2016
1007960,0614733 5 16ER    NE-1-20-3-5    1.04 Acres    EXEMPT - ENVIRONMENTAL RESERVE,E,10,Municipal Public Lands-Exempt,M  Municipal,154000,0,0,154000,609 ROBERT STREET S.W.,,,TV,2016
1007980,0614733 5 17MR    NE-1-20-3-5    1.01 Acres    EXEMPT - MUNICIPAL RESERVE,E,10,Municipal Public Lands-Exempt,M  Municipal,153400,0,0,153400,613 ROBERT STREET S.W.,,,TV,2016
1100010,"954GV 1 1    NW-6-20-2-5    13,600 Sq. Feet",T,4,Industrial Improved,C  Corporation,92300,168000,0,260300,205 SUNSET BLVD. S.E.,,,TV,2016
1100020,"954GV 1 2    NW-6-20-2-5    13,600 Sq. Feet",T,2,Residential,I  Individual,102300,115500,0,217800,201 SUNSET BLVD. S.E.,,,TV,2016
1100030,954GV 1 3    NW-6-20-2-5    1.07 Acres,T,3,Commercial,C  Corporation,40770,49800,0,90570,121 SUNSET BLVD. S.E.,,,TV,2016
1100030,954GV 1 3    NW-6-20-2-5    1.07 Acres,E,11,Institutional,C  Corporation,95130,116200,0,211330,121 SUNSET BLVD. S.E.,,,TV,2016
1100040,"954GV 1 4    NW-6-20-2-5    16,000 Sq. Feet",T,3,Commercial,C  Corporation,96700,279400,0,376100,117 SUNSET BLVD. S.E.,,,TV,2016
1100050,"954GV 1 5    NW-6-20-2-5    16,000 Sq. Feet",T,2,Residential,I  Individual,76800,210800,0,287600,113 SUNSET BLVD. S.E.,,,TV,2016
1100060,"954GV 1 6    NW-6-20-2-5    20,000 Sq. Feet",T,2,Residential,I  Individual,45470,143400,0,188870,109 SUNSET BLVD. S.E.,,,TV,2016
1100060,"954GV 1 6    NW-6-20-2-5    20,000 Sq. Feet",T,3,Commercial,I  Individual,38730,115700,0,154430,109 SUNSET BLVD. S.E.,,,TV,2016
1100070,"954GV 1 7    NW-6-20-2-5    18,000 Sq. Feet",T,3,Commercial,C  Corporation,80500,130600,0,211100,105 SUNSET BLVD. S.E.,,,TV,2016
1100080,"954GV 1 8    NW-6-20-2-5    21,450 Sq. Feet",T,3,Commercial,C  Corporation,130300,873500,0,1003800,101 SUNSET BLVD. S.E.,,,TV,2016
1100500,4242FU A PARCEL    N -6-20-2-5    12.91 Acres,E,18,Crown Land,C  Corporation,134720,284500,0,419220,425 SUNSET BLVD. S.E.,,,TV,2016
1100501,8510313 A PARCEL    NW-6-20-2-5    1.73 Acres    Compressor Site,T,4,Industrial Improved,I  Individual,252400,287200,0,539600,425A SUNSET BLVD. S.E.,,,TV,2016
1100501,8510313 A PARCEL    NW-6-20-2-5    1.73 Acres    Compressor Site,T,5,Machinery and Equipment,I  Individual,0,1693400,0,1693400,425A SUNSET BLVD. S.E.,,,TV,2016
1101000,7891GM B PARCEL    NW-6-20-2-5    2.09 Acres,E,18,Crown Land,P  Provincial,102820,205710,0,308530,435 Sunset Blvd. S.E.,,,TV,2016
1102100,"8110166 1 1    NW-6-20-2-5    8,820 Sq. Feet",T,2,Residential,I  Individual,0,14200,0,14200,105 KENNEDY DRIVE S.E.,,,TV,2016
1102100,"8110166 1 1    NW-6-20-2-5    8,820 Sq. Feet",T,3,Commercial,I  Individual,81400,46800,0,128200,105 KENNEDY DRIVE S.E.,,,TV,2016
1102150,"8110166 2 2    NW-6-20-2-5    20,430 Sq. Feet",T,3,Commercial,C  Corporation,106400,447800,0,554200,111 KENNEDY DRIVE S.E.,,,TV,2016
1102200,"8110166 3 3    NW-6-20-2-5    20,430 Sq. Feet",T,3,Commercial,C  Corporation,106400,9100,0,115500,117 KENNEDY DRIVE S.E.,,,TV,2016
1102250,"8110166 4 4    NW-6-20-2-5    22,564 Sq. Feet",T,3,Commercial,C  Corporation,108800,251500,0,360300,123 KENNEDY DRIVE S.E.,,,TV,2016
1102300,"8110166 5 5    NW-6-20-2-5    18,295 Sq. Feet",T,3,Commercial,C  Corporation,102100,0,0,102100,218 KENNEDY DRIVE S.E.,,,TV,2016
1102350,"8110166 6 6    NW-6-20-2-5    24,742 Sq. Feet",T,3,Commercial,C  Corporation,111200,265000,0,376200,212 KENNEDY DRIVE S.E.,,,TV,2016
1102400,"8110166 7 7    NW-6-20-2-5    23,653 Sq. Feet",T,3,Commercial,C  Corporation,110000,299500,0,409500,206 KENNEDY DRIVE S.E.,,,TV,2016
1102450,"8110166 8 8    NW-6-20-2-5    21,519 Sq. Feet",T,3,Commercial,C  Corporation,107600,155700,0,263300,136 KENNEDY DRIVE S.E.,,,TV,2016
1102500,"8110166 9 9    NW-6-20-2-5    13,939 Sq. Feet",T,3,Commercial,I  Individual,92800,123300,0,216100,130 KENNEDY DRIVE SE,,,TV,2016
1102600,8110166  10-13    NW-6-20-2-5    1.31 Acres    57' X 113',T,3,Commercial,C  Corporation,147700,753000,0,900700,112 KENNEDY DRIVE S.E.,,,TV,2016
1103000,6355GR F     PT-6-20-2-5    47.41 Acres    Surrounds Old Plant Site North and South,T,8,Industrial Vacant,C  Corporation,271900,0,0,271900,301 Sunset Blvd. S.E.,,,TV,2016
1103002,6355GR F     NW-6-20-2-5    1.01 Acres    North of Road 1287I West of Road 1287I,E,10,Municipal Public Lands-Exempt,M  Municipal,99600,1287000,0,1386600,240 SUNSET BLVD. N.E.,,,TV,2016
1103004,9012035 1     NW-6-20-2-5    20.66 Acres,E,18,Crown Land,P  Provincial,157570,621620,0,779190,445 Sunset Blvd. S.E.,,,TV,2016
1103005,9010616  19MR    NW-6-20-2-5    9.41 Acres    West Bank of Sheep River &,E,10,Municipal Public Lands-Exempt,M  Municipal,544500,0,0,544500,,,,TV,2016
1104000,7710307 H     NW-6-20-2-5    5.18 Acres    Eastern Part of Town,E,10,Municipal Public Lands-Exempt,M  Municipal,463000,293100,0,756100,490 SUNSET BLVD. N.E.,,,TV,2016
1104500,7711272  1    NW-6-20-2-5    1.93 Acres,T,2,Residential,I  Individual,160430,264600,0,425030,202 SUNSET BLVD. N.E.,,,TV,2016
1104500,7711272  1    NW-6-20-2-5    1.93 Acres,T,3,Commercial,I  Individual,53470,95700,0,149170,202 SUNSET BLVD. N.E.,,,TV,2016
1105000,6057GY J     NW-6-20-2-5    1.24 Acres,T,2,Residential,C  Corporation,96100,248800,0,344900,209 SUNSET BLVD. S.E.,,,TV,2016
1105000,6057GY J     NW-6-20-2-5    1.24 Acres,T,3,Commercial,C  Corporation,49500,121000,0,170500,209 SUNSET BLVD. S.E.,,,TV,2016
1105050,"7710307 R1     NW-6-20-2-5    13,086 Sq. Feet    Sewage Lift Along River Bank",E,10,Municipal Public Lands-Exempt,M  Municipal,111100,159600,0,270700,490 Sunset Blvd. S.E.,,,TV,2016
1106000,"6355GR F     NE-6-20-2-5    16,988 Sq. Feet",T,4,Industrial Improved,C  Corporation,67000,34100,0,101100,METERING STATIONS,,,TV,2016
1106000,"6355GR F     NE-6-20-2-5    16,988 Sq. Feet",T,5,Machinery and Equipment,C  Corporation,0,66400,0,66400,METERING STATIONS,,,TV,2016
1106005,9210475 2 0    NW-6-20-2-5    7.93 Acres,T,2,Residential,I  Individual,291400,156400,0,447800,885 DECALTA ROAD SOUTH EAST,,,TV,2016
1106010,9210475 3 ER     NW-6-20-2-5    5.53 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,299100,0,0,299100,,,,TV,2016
1109010,"9610728 UNIT 1    NW-6-20-2-5    5,382 Sq. Feet",T,2,Residential,I  Individual,129100,204500,0,333600,1 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109020,"9610728 UNIT 2    NW-6-20-2-5    4,316 Sq. Feet",T,2,Residential,I  Individual,124200,193900,0,318100,2 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109030,"9610728 UNIT 3    NW-6-20-2-5    3,649 Sq. Feet",T,2,Residential,I  Individual,102900,207700,0,310600,3 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109040,"9610728 UNIT 4    NW-6-20-2-5    3,466 Sq. Feet",T,2,Residential,I  Individual,97100,186100,0,283200,4 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109050,"9610728 UNIT 5    NW-6-20-2-5    3,617 Sq. Feet",T,2,Residential,I  Individual,101900,197100,0,299000,5 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109060,"9610728 UNIT 6    NW-6-20-2-5    3,714 Sq. Feet",T,2,Residential,I  Individual,105000,202700,0,307700,6 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109070,"9610728 UNIT 7    NW-6-20-2-5    3,671 Sq. Feet",T,2,Residential,I  Individual,103600,197300,0,300900,7 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109080,"9610728 UNIT 8    NW-6-20-2-5    3,767 Sq. Feet",T,2,Residential,I  Individual,106700,203500,0,310200,8 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109090,"9610728 UNIT 9    NW-6-20-2-5    4,090 Sq. Feet",T,2,Residential,I  Individual,117000,197000,0,314000,9 825 IMPERIAL DRIVE S.E.,,,TV,2016
1109100,"9610728 UNIT 10    NW-6-20-2-5    6,577 Sq. Feet",T,2,Residential,I  Individual,148400,212700,0,361100,10 825 IMPERIAL DRIVE S.E,,,TV,2016
1109110,"9610728 UNIT 11    NW-6-20-2-5    5,608 Sq. Feet",T,2,Residential,I  Individual,137700,210300,0,348000,11 825 IMPERIAL DRIVE S.E,,,TV,2016
1109120,"9610728 UNIT 12    NW-6-20-2-5    4,069 Sq. Feet",T,2,Residential,I  Individual,116300,198000,0,314300,12 825 IMPERIAL DRIVE S.E,,,TV,2016
1109130,"9610728 UNIT 13    NW-6-20-2-5    3,800 Sq. Feet",T,2,Residential,I  Individual,111000,204300,0,315300,13 825 IMPERIAL DRIVE S.E,,,TV,2016
1109140,"9610728 UNIT 14    NW-6-20-2-5    3,681 Sq. Feet",T,2,Residential,I  Individual,104000,198400,0,302400,14 825 IMPERIAL DRIVE S.E,,,TV,2016
1109150,"9610728 UNIT 15    NW-6-20-2-5    3,618 Sq. Feet",T,2,Residential,I  Individual,102000,183900,0,285900,15 825 IMPERIAL DRIVE S.E,,,TV,2016
1109160,"9610728 UNIT 16    NW-6-20-2-5    3,423 Sq. Feet",T,2,Residential,I  Individual,95700,186700,0,282400,16 825 IMPERIAL DRIVE S.E,,,TV,2016
1109170,"9610728 UNIT 17    NW-6-20-2-5    3,703 Sq. Feet",T,2,Residential,I  Individual,104700,188100,0,292800,17 825 IMPERIAL DRIVE S.E,,,TV,2016
1109180,"9610728 UNIT 18    NW-6-20-2-5    4,360 Sq. Feet",T,2,Residential,I  Individual,125600,206200,0,331800,18 825 IMPERIAL DRIVE S.E,,,TV,2016
1109190,"9610728 UNIT 19    NW-6-20-2-5    4,187 Sq. Feet",T,2,Residential,I  Individual,120100,199100,0,319200,19 825 IMPERIAL DRIVE S.E,,,TV,2016
1109200,"9610728 UNIT 20    NW-6-20-2-5    3,628 Sq. Feet",T,2,Residential,I  Individual,102300,183400,0,285700,20 825 IMPERIAL DRIVE S.E,,,TV,2016
1109210,"9610728 UNIT 21    NW-6-20-2-5    3,757 Sq. Feet",T,2,Residential,I  Individual,106400,204700,0,311100,21 825 IMPERIAL DRIVE S.E,,,TV,2016
1109220,"9610728 UNIT 22    NW-6-20-2-5    4,177 Sq. Feet",T,2,Residential,I  Individual,119800,205000,0,324800,22 825 IMPERIAL DRIVE S.E,,,TV,2016
1109230,"9610728 UNIT 23    NW-6-20-2-5    3,864 Sq. Feet",T,2,Residential,I  Individual,109800,194200,0,304000,23 825 IMPERIAL DRIVE S.E,,,TV,2016
1109240,"9610728 UNIT 24    NW-6-20-2-5    3,671 Sq. Feet",T,2,Residential,I  Individual,103600,199200,0,302800,24 825 IMPERIAL DRIVE S.E,,,TV,2016
1109250,"9610728 UNIT 25    NW-6-20-2-5    4,123 Sq. Feet",T,2,Residential,I  Individual,118100,202900,0,321000,25 825 IMPERIAL DRIVE S.E,,,TV,2016
1109260,"9610728 UNIT 26    NW-6-20-2-5    4,360 Sq. Feet",T,2,Residential,I  Individual,125600,187200,0,312800,26 825 IMPERIAL DRIVE S.E,,,TV,2016
1109270,"9610728 UNIT 27    NW-6-20-2-5    9,408 Sq. Feet",T,1,Residential Vacant,C  Corporation,1100,0,0,1100,27 825 IMPERIAL DRIVE S.E,,,TV,2016
1109280,9610728 UNIT 28    NW-6-20-2-5    1.36 Acres,T,1,Residential Vacant,C  Corporation,1600,0,0,1600,28 825 IMPERIAL DRIVE S.E,,,TV,2016
1200000,"7611163 C 1    NE-6-20-2-5    18,450 Sq. Feet",T,2,Residential,I  Individual,167500,129600,0,297100,300 ROYALITE WAY S.E.,,,TV,2016
1200020,"7611163 C 2    NE-6-20-2-5    19,500 Sq. Feet",T,2,Residential,I  Individual,169500,250500,0,420000,308 ROYALITE WAY S.E.,,,TV,2016
1200040,"7611163 C 53    NE-6-20-2-5    10,200 Sq. Feet",T,2,Residential,I  Individual,151800,293100,0,444900,416 ROYALITE WAY S.E.,,,TV,2016
1200050,"7611163 C NE    NE-6-20-2-5    7,950 Sq. Feet",T,2,Residential,I  Individual,140400,206300,0,346700,412 ROYALITE WAY S.E.,,,TV,2016
1200060,"7611163 C 4    NE-6-20-2-5    18,750 Sq. Feet",T,2,Residential,I  Individual,168100,277400,0,445500,424 ROYALITE WAY S.E.,,,TV,2016
1200100,"7611163 D 1    NE-6-20-2-5    15,750 Sq. Feet",T,2,Residential,I  Individual,162400,188400,0,350800,301 ROYALITE WAY S.E.,,,TV,2016
1200120,"7611163 D 2    NE-6-20-2-5    15,150 Sq. Feet",T,2,Residential,I  Individual,161300,183300,0,344600,309 ROYALITE WAY S.E.,,,TV,2016
1200140,"7611163 D 3    NE-6-20-2-5    18,450 Sq. Feet",T,2,Residential,I  Individual,167500,162500,0,330000,317 ROYALITE WAY S.E.,,,TV,2016
1200160,"7611163 D 4    NE-6-20-2-5    19,350 Sq. Feet",T,2,Residential,I  Individual,169300,175300,0,344600,417 ROYALITE WAY S.E.,,,TV,2016
1200180,"7611163 D 5    NE-6-20-2-5    14,400 Sq. Feet",T,2,Residential,I  Individual,159800,168600,0,328400,425 ROYALITE WAY S.E.,,,TV,2016
1200200,"7611163 D 6    NE-6-20-2-5    11,250 Sq. Feet",T,2,Residential,I  Individual,153800,135200,0,289000,433 ROYALITE WAY S.E.,,,TV,2016
1200300,"7611163 E 1    NE-6-20-2-5    18,150 Sq. Feet",T,2,Residential,I  Individual,167000,117600,0,284600,520 ROYALITE WAY S.E.,,,TV,2016
1200320,"7611163 E 2    NE-6-20-2-5    15,600 Sq. Feet",T,2,Residential,I  Individual,162100,174700,0,336800,528 ROYALITE WAY S.E.,,,TV,2016
1200340,"7611163 E 3    NE-6-20-2-5    18,300 Sq. Feet",T,2,Residential,I  Individual,167300,202100,0,369400,536 ROYALITE WAY S.E.,,,TV,2016
1200360,"7611163 E 4    NE-6-20-2-5    14,700 Sq. Feet    98.2' X 149.7' = 14700 square feet.",T,2,Residential,I  Individual,160400,208100,0,368500,656 ROYALITE WAY S.E.,,,TV,2016
1200380,"7611163 E 5    NE-6-20-2-5    15,150 Sq. Feet",T,2,Residential,I  Individual,161300,174300,0,335600,664 ROYALITE WAY S.E.,,,TV,2016
1200400,"0510576 E 15    NE-6-20-2-5    11,409 Sq. Feet",T,2,Residential,I  Individual,154100,499100,0,653200,672 ROYALITE WAY S.E.,,,TV,2016
1200420,"0510576 E 16    NE-6-20-2-5    11,194 Sq. Feet",T,1,Residential Vacant,I  Individual,153200,0,0,153200,680 ROYALITE WAY S.E.,,,TV,2016
1200440,"7611163 E 8    NE-6-20-2-5    16,800 Sq. Feet",T,2,Residential,I  Individual,164400,311300,0,475700,695 ROYALITE WAY S.E.,,,TV,2016
1200460,"7611163 E 9    NE-6-20-2-5    15,300 Sq. Feet",T,2,Residential,I  Individual,167500,223500,0,391000,687 ROYALITE WAY S.E.,,,TV,2016
1200480,"7611163 E 10    NE-6-20-2-5    14,700 Sq. Feet",T,2,Residential,I  Individual,160400,223500,0,383900,679 ROYALITE WAY S.E.,,,TV,2016
1200500,"7611163 E 11    NE-6-20-2-5    15,600 Sq. Feet",T,2,Residential,I  Individual,162100,196700,0,358800,671 ROYALITE WAY S.E.,,,TV,2016
1200520,"7611163 E 12    NE-6-20-2-5    15,900 Sq. Feet",T,2,Residential,I  Individual,162700,316500,0,479200,537 ROYALITE WAY S.E.,,,TV,2016
1200540,"7611163 E 13    NE-6-20-2-5    15,150 Sq. Feet",T,2,Residential,I  Individual,161300,244000,0,405300,529 ROYALITE WAY S.E.,,,TV,2016
1200560,"7611163 E 14    NE-6-20-2-5    11,250 Sq. Feet",T,2,Residential,I  Individual,153800,391200,0,545000,521 ROYALITE WAY S.E.,,,TV,2016
1201010,"9011446  1    NE-6-20-2-5    28,314 Sq. Feet",T,2,Residential,I  Individual,130100,93600,0,223700,100 DINGMAN CLOSE S.E.,,,TV,2016
1201020,"9011446  2    NE-6-20-2-5    37,462 Sq. Feet",T,2,Residential,I  Individual,176900,354400,0,531300,101 DINGMAN CLOSE S.E.,,,TV,2016
1201030,"9011446  3    NE-6-20-2-5    11,326 Sq. Feet",T,2,Residential,C  Corporation,108900,56800,0,165700,201 DINGMAN CLOSE S.E.,,,TV,2016
1201040,"9011446  4    NE-6-20-2-5    35,719 Sq. Feet",T,2,Residential,I  Individual,139400,118400,0,257800,205 DINGMAN CLOSE S.E.,,,TV,2016
1201050,"9011446  5    NE-6-20-2-5    33,977 Sq. Feet",T,2,Residential,I  Individual,137200,243900,0,381100,209 DINGMAN CLOSE S.E.,,,TV,2016
1201060,"9011446  6    NE-6-20-2-5    25,265 Sq. Feet",T,2,Residential,I  Individual,126300,283500,0,409800,208 DINGMAN CLOSE S.E.,,,TV,2016
1201070,"9011446  7MR    NE-6-20-2-5    27,443 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,129000,0,0,129000,DINGMAN CLOSE SE,,,TV,2016
1201080,"9011446  8ER    NE-6-20-2-5    13,504 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,111600,0,0,111600,DINGMAN CLOSE SE,,,TV,2016
1201090,"9011446  9PUL    NE-6-20-2-5    5,663 Sq. Feet    NORTH WEST OF DINGMAN CLOSE",T,4,Industrial Improved,C  Corporation,36900,8600,0,45500,DINGMAN CLOSE SE,,,TV,2016
1201090,"9011446  9PUL    NE-6-20-2-5    5,663 Sq. Feet    NORTH WEST OF DINGMAN CLOSE",T,5,Machinery and Equipment,C  Corporation,0,43100,0,43100,DINGMAN CLOSE SE,,,TV,2016
1202000,7611150 G     NE-6-20-2-5    26.77 Acres    Wraps around Royalite Way SE,T,12,Commercial Recreation,C  Corporation,499800,4900,0,504700,700 IMPERIAL DR. S.E.,,,TV,2016
1202001,8711281 A     NE-6-20-2-5    4.13 Acres    N. OF E. LOTS Royalite Way Sub.,T,12,Commercial Recreation,C  Corporation,140400,0,0,140400,100 ROYALITE WAY SE,,,TV,2016
1202002,0812833 1 2    E -6-20-2-5    97.37 Acres    SOUTH OF ROAD PLAN 4583EZ,T,12,Commercial Recreation,C  Corporation,1916300,0,0,1916300,800 IMPERIAL DRIVE SE,,,TV,2016
1202003,"9511407 10     NE-6-20-2-5    40,510 Sq. Feet    West of Royalite & North of Road .93 Ac.",T,12,Commercial Recreation,C  Corporation,149500,0,0,149500,650 IMPERIAL DRIVE SE,,,TV,2016
1202004,9511407 11ER     NE-6-20-2-5    8.06 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,113000,0,0,113000,EAST OF RIVER BANK,,,TV,2016
1202005,"9511407 12MR     NE-6-20-2-5    39,640 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,59400,0,0,59400,EAST OF RIVER BANK,,,TV,2016
1202006,8711281 B     NE-6-20-2-5    2.05 Acres,T,12,Commercial Recreation,C  Corporation,115000,0,0,115000,100 Royalite Way SE,,,TV,2016
1300010,1351JK 1     SE-1-20-3-5    10.57 Acres,T,2,Residential,C  Corporation,124180,176620,0,300800,1205 OKALTA RD. S.W.,,,TV,2016
1300010,1351JK 1     SE-1-20-3-5    10.57 Acres,E,11,Institutional,C  Corporation,496720,710480,0,1207200,1205 OKALTA RD. S.W.,,,TV,2016
1300100,7022ED  Y    SW-1-20-3-5    4.60 Acres,T,2,Residential,I  Individual,358900,101200,0,460100,1110 OKALTA RD. S.W.,,,TV,2016
1400100,"9610504  1MR    SE-1-20-3-5    31,842 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,135200,0,0,135200,110 Cuffling Flat Close S.W.,,,TV,2016
1400200,9610504  2    SE-1-20-3-5    1.53 Acres,T,2,Residential,I  Individual,174700,227700,0,402400,140 Cuffling Flat Close S.W.,,,TV,2016
1400225,"0914432 1 1    SE-1-20-3-5    29,055 Sq. Feet    WILLFORD SUBDIVISION",T,1,Residential Vacant,I  Individual,74900,0,0,74900,140 CUFFLING FLAT CLOSE SW,,,TV,2016
1400300,9610504  3    SE-1-20-3-5    1.36 Acres,T,2,Residential,I  Individual,133100,122300,0,255400,150 Cuffling Flat Close S.W.,,,TV,2016
1400400,9610504  4    SE-1-20-3-5    1.56 Acres,T,2,Residential,I  Individual,176200,75500,0,251700,160 CUFFING FLAT CLOSE S.W.,,,TV,2016
1400500,9610504  5    SE-1-20-3-5    1.50 Acres,T,2,Residential,I  Individual,216600,147400,0,364000,170 Cuffling Flat Close S.W.,,,TV,2016
1400600,9610504  6ER    SE-1-20-3-5    2.00 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,197900,0,0,197900,16 AVE. S.W.,,,TV,2016
